index,timestamp,user,service,message,year,month,day,hour,minute,second,microsecond,timezone
48,2024-08-04 10:54:38.975986+05:30,pranay,(systemd):,session opened for user pranay(uid=1000) by pranay(uid=0),2024,8,4,10,54,38,975986,UTC+05:30
49,2024-08-04 10:54:40.756467+05:30,pranay,gdm-password]:,unlocked login keyring,2024,8,4,10,54,40,756467,UTC+05:30
50,2024-08-04 10:54:47.293777+05:30,pranay,gnome-keyring-daemon[2421]:,Secret Service was already initialized,2024,8,4,10,54,47,293777,UTC+05:30
51,2024-08-04 10:54:47.295098+05:30,pranay,gnome-keyring-daemon[2793]:,1,2024,8,4,10,54,47,295098,UTC+05:30
52,2024-08-04 10:54:47.308100+05:30,pranay,gnome-keyring-daemon[2421]:,PKCS#11 component was already initialized,2024,8,4,10,54,47,308100,UTC+05:30
53,2024-08-04 10:54:47.309218+05:30,pranay,gnome-keyring-daemon[2796]:,1,2024,8,4,10,54,47,309218,UTC+05:30
54,2024-08-04 10:54:47.310948+05:30,pranay,gnome-keyring-daemon[2797]:,1,2024,8,4,10,54,47,310948,UTC+05:30
55,2024-08-04 10:54:52.963149+05:30,pranay,polkitd[1187]:,"Authentication Agent for unix-session:2 (system bus name :1.82 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)",2024,8,4,10,54,52,963149,UTC+05:30
56,2024-08-04 10:54:55.844011+05:30,pranay,polkitd[1187]:,"Authentication Agent for unix-session:c1 (system bus name :1.43, object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)",2024,8,4,10,54,55,844011,UTC+05:30
57,2024-08-04 10:54:56.215530+05:30,pranay,gdm-launch-environment]:,session closed for user gdm,2024,8,4,10,54,56,215530,UTC+05:30
58,2024-08-04 10:54:56.221873+05:30,pranay,systemd-logind[1200]:,c1 logged out. Waiting for processes to exit.,2024,8,4,10,54,56,221873,UTC+05:30
59,2024-08-04 10:54:56.223718+05:30,pranay,systemd-logind[1200]:,session c1.,2024,8,4,10,54,56,223718,UTC+05:30
60,2024-08-04 10:55:01.485490+05:30,pranay,CRON[3574]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,10,55,1,485490,UTC+05:30
61,2024-08-04 10:55:01.522687+05:30,pranay,CRON[3574]:,session closed for user root,2024,8,4,10,55,1,522687,UTC+05:30
62,2024-08-04 10:55:06.580773+05:30,pranay,(sd-pam):,session closed for user gdm,2024,8,4,10,55,6,580773,UTC+05:30
63,2024-08-04 11:03:21.029209+05:30,pranay,sudo:,: TTY=pts/0 ; PWD=/home/pranay ; USER=root ; COMMAND=/usr/bin/dmesg,2024,8,4,11,3,21,29209,UTC+05:30
64,2024-08-04 11:03:21.085429+05:30,pranay,sudo:,session opened for user root(uid=0) by pranay(uid=1000),2024,8,4,11,3,21,85429,UTC+05:30
65,2024-08-04 11:03:21.115976+05:30,pranay,sudo:,session closed for user root,2024,8,4,11,3,21,115976,UTC+05:30
66,2024-08-04 11:05:01.539218+05:30,pranay,CRON[5677]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,5,1,539218,UTC+05:30
67,2024-08-04 11:05:01.549464+05:30,pranay,CRON[5677]:,session closed for user root,2024,8,4,11,5,1,549464,UTC+05:30
68,2024-08-04 11:07:42.398540+05:30,pranay,sudo:,: TTY=pts/0 ; PWD=/home/pranay ; USER=root ; COMMAND=/usr/bin/dmesg,2024,8,4,11,7,42,398540,UTC+05:30
69,2024-08-04 11:07:42.401046+05:30,pranay,sudo:,session opened for user root(uid=0) by pranay(uid=1000),2024,8,4,11,7,42,401046,UTC+05:30
70,2024-08-04 11:07:42.432644+05:30,pranay,sudo:,session closed for user root,2024,8,4,11,7,42,432644,UTC+05:30
71,2024-08-04 11:08:04.866812+05:30,pranay,sudo:,: TTY=pts/0 ; PWD=/home/pranay ; USER=root ; COMMAND=/usr/bin/dmesg,2024,8,4,11,8,4,866812,UTC+05:30
72,2024-08-04 11:08:04.869658+05:30,pranay,sudo:,session opened for user root(uid=0) by pranay(uid=1000),2024,8,4,11,8,4,869658,UTC+05:30
73,2024-08-04 11:08:04.903997+05:30,pranay,sudo:,session closed for user root,2024,8,4,11,8,4,903997,UTC+05:30
74,2024-08-04 11:15:01.569265+05:30,pranay,CRON[5863]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,15,1,569265,UTC+05:30
75,2024-08-04 11:15:01.579526+05:30,pranay,CRON[5863]:,session closed for user root,2024,8,4,11,15,1,579526,UTC+05:30
76,2024-08-04 11:17:01.588778+05:30,pranay,CRON[5910]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,17,1,588778,UTC+05:30
77,2024-08-04 11:17:01.644692+05:30,pranay,CRON[5910]:,session closed for user root,2024,8,4,11,17,1,644692,UTC+05:30
78,2024-08-04 11:25:01.693551+05:30,pranay,CRON[9128]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,25,1,693551,UTC+05:30
79,2024-08-04 11:25:01.736918+05:30,pranay,CRON[9128]:,session closed for user root,2024,8,4,11,25,1,736918,UTC+05:30
80,2024-08-04 11:30:01.716866+05:30,pranay,CRON[11120]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,30,1,716866,UTC+05:30
81,2024-08-04 11:30:01.774388+05:30,pranay,CRON[11120]:,session closed for user root,2024,8,4,11,30,1,774388,UTC+05:30
82,2024-08-04 11:35:01.738371+05:30,pranay,CRON[12900]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,35,1,738371,UTC+05:30
83,2024-08-04 11:35:01.884959+05:30,pranay,CRON[12900]:,session closed for user root,2024,8,4,11,35,1,884959,UTC+05:30
84,2024-08-04 11:45:01.758260+05:30,pranay,CRON[14800]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,45,1,758260,UTC+05:30
85,2024-08-04 11:45:01.761731+05:30,pranay,CRON[14800]:,session closed for user root,2024,8,4,11,45,1,761731,UTC+05:30
86,2024-08-04 11:55:01.773308+05:30,pranay,CRON[14851]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,11,55,1,773308,UTC+05:30
87,2024-08-04 11:55:01.776177+05:30,pranay,CRON[14851]:,session closed for user root,2024,8,4,11,55,1,776177,UTC+05:30
88,2024-08-04 12:05:01.787562+05:30,pranay,CRON[14935]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,5,1,787562,UTC+05:30
89,2024-08-04 12:05:01.791028+05:30,pranay,CRON[14935]:,session closed for user root,2024,8,4,12,5,1,791028,UTC+05:30
90,2024-08-04 12:15:01.802162+05:30,pranay,CRON[14964]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,15,1,802162,UTC+05:30
91,2024-08-04 12:15:02.098515+05:30,pranay,CRON[14964]:,session closed for user root,2024,8,4,12,15,2,98515,UTC+05:30
92,2024-08-04 12:17:01.814384+05:30,pranay,CRON[14976]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,17,1,814384,UTC+05:30
93,2024-08-04 12:17:01.817773+05:30,pranay,CRON[14976]:,session closed for user root,2024,8,4,12,17,1,817773,UTC+05:30
94,2024-08-04 12:25:01.828107+05:30,pranay,CRON[14993]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,25,1,828107,UTC+05:30
95,2024-08-04 12:25:01.831253+05:30,pranay,CRON[14993]:,session closed for user root,2024,8,4,12,25,1,831253,UTC+05:30
96,2024-08-04 12:30:01.840869+05:30,pranay,CRON[15010]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,30,1,840869,UTC+05:30
97,2024-08-04 12:30:01.843128+05:30,pranay,CRON[15010]:,session closed for user root,2024,8,4,12,30,1,843128,UTC+05:30
98,2024-08-04 12:35:01.853183+05:30,pranay,CRON[15024]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,35,1,853183,UTC+05:30
99,2024-08-04 12:35:01.856389+05:30,pranay,CRON[15024]:,session closed for user root,2024,8,4,12,35,1,856389,UTC+05:30
100,2024-08-04 12:45:01.867270+05:30,pranay,CRON[15147]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,45,1,867270,UTC+05:30
101,2024-08-04 12:45:01.870425+05:30,pranay,CRON[15147]:,session closed for user root,2024,8,4,12,45,1,870425,UTC+05:30
102,2024-08-04 12:55:01.881670+05:30,pranay,CRON[15175]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,12,55,1,881670,UTC+05:30
103,2024-08-04 12:55:01.884749+05:30,pranay,CRON[15175]:,session closed for user root,2024,8,4,12,55,1,884749,UTC+05:30
104,2024-08-04 13:05:01.896230+05:30,pranay,CRON[15205]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,5,1,896230,UTC+05:30
105,2024-08-04 13:05:01.899340+05:30,pranay,CRON[15205]:,session closed for user root,2024,8,4,13,5,1,899340,UTC+05:30
106,2024-08-04 13:15:01.910226+05:30,pranay,CRON[15220]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,15,1,910226,UTC+05:30
107,2024-08-04 13:15:01.913857+05:30,pranay,CRON[15220]:,session closed for user root,2024,8,4,13,15,1,913857,UTC+05:30
108,2024-08-04 13:17:01.922787+05:30,pranay,CRON[15227]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,17,1,922787,UTC+05:30
109,2024-08-04 13:17:02.219993+05:30,pranay,CRON[15227]:,session closed for user root,2024,8,4,13,17,2,219993,UTC+05:30
110,2024-08-04 13:19:35.355616+05:30,pranay,gdm-password]:,unlocked login keyring,2024,8,4,13,19,35,355616,UTC+05:30
111,2024-08-04 13:25:01.937443+05:30,pranay,CRON[16088]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,25,1,937443,UTC+05:30
112,2024-08-04 13:25:01.940828+05:30,pranay,CRON[16088]:,session closed for user root,2024,8,4,13,25,1,940828,UTC+05:30
113,2024-08-04 13:30:01.950882+05:30,pranay,CRON[16105]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,30,1,950882,UTC+05:30
114,2024-08-04 13:30:01.953164+05:30,pranay,CRON[16105]:,session closed for user root,2024,8,4,13,30,1,953164,UTC+05:30
115,2024-08-04 13:35:01.966951+05:30,pranay,CRON[16152]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,35,1,966951,UTC+05:30
116,2024-08-04 13:35:02.022778+05:30,pranay,CRON[16152]:,session closed for user root,2024,8,4,13,35,2,22778,UTC+05:30
117,2024-08-04 13:45:01.988356+05:30,pranay,CRON[16257]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,45,1,988356,UTC+05:30
118,2024-08-04 13:45:01.991558+05:30,pranay,CRON[16257]:,session closed for user root,2024,8,4,13,45,1,991558,UTC+05:30
119,2024-08-04 13:55:02.003048+05:30,pranay,CRON[16338]:,session opened for user root(uid=0) by root(uid=0),2024,8,4,13,55,2,3048,UTC+05:30
120,2024-08-04 13:55:02.053478+05:30,pranay,CRON[16338]:,session closed for user root,2024,8,4,13,55,2,53478,UTC+05:30
121,2024-08-04 13:59:26.282242+05:30,pranay,systemd-logind[1200]:,system will suspend now!,2024,8,4,13,59,26,282242,UTC+05:30
122,2024-08-05 13:49:27.522134+05:30,pranay,systemd-logind[1200]:,'suspend' finished.,2024,8,5,13,49,27,522134,UTC+05:30
123,2024-08-05 13:51:28.486250+05:30,pranay,systemd-logind[1200]:,key pressed short.,2024,8,5,13,51,28,486250,UTC+05:30
124,2024-08-05 13:51:33.232211+05:30,pranay,gdm-password]:,unlocked login keyring,2024,8,5,13,51,33,232211,UTC+05:30
125,2024-08-05 13:55:01.189854+05:30,pranay,CRON[17153]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,13,55,1,189854,UTC+05:30
126,2024-08-05 13:55:01.193142+05:30,pranay,CRON[17153]:,session closed for user root,2024,8,5,13,55,1,193142,UTC+05:30
127,2024-08-05 14:05:01.207941+05:30,pranay,CRON[17505]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,5,1,207941,UTC+05:30
128,2024-08-05 14:05:01.218731+05:30,pranay,CRON[17505]:,session closed for user root,2024,8,5,14,5,1,218731,UTC+05:30
129,2024-08-05 14:15:01.231037+05:30,pranay,CRON[17671]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,15,1,231037,UTC+05:30
130,2024-08-05 14:15:01.234338+05:30,pranay,CRON[17671]:,session closed for user root,2024,8,5,14,15,1,234338,UTC+05:30
131,2024-08-05 14:17:01.243469+05:30,pranay,CRON[17694]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,17,1,243469,UTC+05:30
132,2024-08-05 14:17:01.286478+05:30,pranay,CRON[17694]:,session closed for user root,2024,8,5,14,17,1,286478,UTC+05:30
133,2024-08-05 14:25:01.822240+05:30,pranay,CRON[17871]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,25,1,822240,UTC+05:30
134,2024-08-05 14:25:01.825418+05:30,pranay,CRON[17871]:,session closed for user root,2024,8,5,14,25,1,825418,UTC+05:30
135,2024-08-05 14:30:01.835359+05:30,pranay,CRON[17918]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,30,1,835359,UTC+05:30
136,2024-08-05 14:30:01.837459+05:30,pranay,CRON[17918]:,session closed for user root,2024,8,5,14,30,1,837459,UTC+05:30
137,2024-08-05 14:35:01.847110+05:30,pranay,CRON[17966]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,35,1,847110,UTC+05:30
138,2024-08-05 14:35:01.892544+05:30,pranay,CRON[17966]:,session closed for user root,2024,8,5,14,35,1,892544,UTC+05:30
139,2024-08-05 14:45:01.861864+05:30,pranay,CRON[18040]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,45,1,861864,UTC+05:30
140,2024-08-05 14:45:01.865079+05:30,pranay,CRON[18040]:,session closed for user root,2024,8,5,14,45,1,865079,UTC+05:30
141,2024-08-05 14:55:01.876560+05:30,pranay,CRON[18137]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,14,55,1,876560,UTC+05:30
142,2024-08-05 14:55:01.920652+05:30,pranay,CRON[18137]:,session closed for user root,2024,8,5,14,55,1,920652,UTC+05:30
143,2024-08-05 15:05:01.891775+05:30,pranay,CRON[18279]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,5,1,891775,UTC+05:30
144,2024-08-05 15:05:01.895099+05:30,pranay,CRON[18279]:,session closed for user root,2024,8,5,15,5,1,895099,UTC+05:30
145,2024-08-05 15:15:01.906844+05:30,pranay,CRON[18353]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,15,1,906844,UTC+05:30
146,2024-08-05 15:15:01.948294+05:30,pranay,CRON[18353]:,session closed for user root,2024,8,5,15,15,1,948294,UTC+05:30
147,2024-08-05 15:15:57.662399+05:30,pranay,gdm-password]:,unlocked login keyring,2024,8,5,15,15,57,662399,UTC+05:30
148,2024-08-05 15:17:01.922768+05:30,pranay,CRON[18531]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,17,1,922768,UTC+05:30
149,2024-08-05 15:17:01.931418+05:30,pranay,CRON[18531]:,session closed for user root,2024,8,5,15,17,1,931418,UTC+05:30
150,2024-08-05 15:25:02.029638+05:30,pranay,CRON[19566]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,25,2,29638,UTC+05:30
151,2024-08-05 15:25:02.168530+05:30,pranay,CRON[19566]:,session closed for user root,2024,8,5,15,25,2,168530,UTC+05:30
152,2024-08-05 15:30:01.086863+05:30,pranay,CRON[20128]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,30,1,86863,UTC+05:30
153,2024-08-05 15:30:01.089665+05:30,pranay,CRON[20128]:,session closed for user root,2024,8,5,15,30,1,89665,UTC+05:30
154,2024-08-05 15:35:01.103826+05:30,pranay,CRON[20576]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,35,1,103826,UTC+05:30
155,2024-08-05 15:35:01.113252+05:30,pranay,CRON[20576]:,session closed for user root,2024,8,5,15,35,1,113252,UTC+05:30
156,2024-08-05 15:45:01.201930+05:30,pranay,CRON[21428]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,45,1,201930,UTC+05:30
157,2024-08-05 15:45:01.244335+05:30,pranay,CRON[21428]:,session closed for user root,2024,8,5,15,45,1,244335,UTC+05:30
158,2024-08-05 15:55:01.253047+05:30,pranay,CRON[22292]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,15,55,1,253047,UTC+05:30
159,2024-08-05 15:55:01.284155+05:30,pranay,CRON[22292]:,session closed for user root,2024,8,5,15,55,1,284155,UTC+05:30
160,2024-08-05 16:05:01.265760+05:30,pranay,CRON[23478]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,5,1,265760,UTC+05:30
161,2024-08-05 16:05:01.270500+05:30,pranay,CRON[23478]:,session closed for user root,2024,8,5,16,5,1,270500,UTC+05:30
162,2024-08-05 16:15:01.286214+05:30,pranay,CRON[27405]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,15,1,286214,UTC+05:30
163,2024-08-05 16:15:01.323123+05:30,pranay,CRON[27405]:,session closed for user root,2024,8,5,16,15,1,323123,UTC+05:30
164,2024-08-05 16:17:01.306969+05:30,pranay,CRON[27846]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,17,1,306969,UTC+05:30
165,2024-08-05 16:17:01.353651+05:30,pranay,CRON[27846]:,session closed for user root,2024,8,5,16,17,1,353651,UTC+05:30
166,2024-08-05 16:25:01.365187+05:30,pranay,CRON[29614]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,25,1,365187,UTC+05:30
167,2024-08-05 16:25:01.368605+05:30,pranay,CRON[29614]:,session closed for user root,2024,8,5,16,25,1,368605,UTC+05:30
168,2024-08-05 16:30:01.383115+05:30,pranay,CRON[30758]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,30,1,383115,UTC+05:30
169,2024-08-05 16:30:01.390416+05:30,pranay,CRON[30758]:,session closed for user root,2024,8,5,16,30,1,390416,UTC+05:30
170,2024-08-05 16:30:55.972423+05:30,pranay,gdm-password]:,unlocked login keyring,2024,8,5,16,30,55,972423,UTC+05:30
171,2024-08-05 16:35:01.398227+05:30,pranay,CRON[33460]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,35,1,398227,UTC+05:30
172,2024-08-05 16:35:01.402135+05:30,pranay,CRON[33460]:,session closed for user root,2024,8,5,16,35,1,402135,UTC+05:30
173,2024-08-05 16:45:01.417287+05:30,pranay,CRON[39196]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,45,1,417287,UTC+05:30
174,2024-08-05 16:45:01.425795+05:30,pranay,CRON[39196]:,session closed for user root,2024,8,5,16,45,1,425795,UTC+05:30
175,2024-08-05 16:55:01.438314+05:30,pranay,CRON[40763]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,16,55,1,438314,UTC+05:30
176,2024-08-05 16:55:01.472478+05:30,pranay,CRON[40763]:,session closed for user root,2024,8,5,16,55,1,472478,UTC+05:30
177,2024-08-05 17:05:01.452494+05:30,pranay,CRON[40840]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,17,5,1,452494,UTC+05:30
178,2024-08-05 17:05:01.458461+05:30,pranay,CRON[40840]:,session closed for user root,2024,8,5,17,5,1,458461,UTC+05:30
179,2024-08-05 17:15:01.470591+05:30,pranay,CRON[40905]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,17,15,1,470591,UTC+05:30
180,2024-08-05 17:15:01.507696+05:30,pranay,CRON[40905]:,session closed for user root,2024,8,5,17,15,1,507696,UTC+05:30
181,2024-08-05 17:17:01.480323+05:30,pranay,CRON[40923]:,session opened for user root(uid=0) by root(uid=0),2024,8,5,17,17,1,480323,UTC+05:30
182,2024-08-05 17:17:01.483221+05:30,pranay,CRON[40923]:,session closed for user root,2024,8,5,17,17,1,483221,UTC+05:30
